,answer_text,content,diner_date,id_comment,id_resto,other_ratings_category,other_ratings_value,rating,rating_date,resto,resto_url,reviewer_info_sup,reviewer_origin,reviewer_pseudo,title,url
82,"['Dear Bob M,', 'Thank you for your review regarding your visit to Peninsula Restaurant.', 'We really appreciate you taking the time to share your experience with us. We count ourselves lucky for customers like you and we look forward welcoming you again in the future.', 'Best regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant']","['This will soon be a Michelin starred restaurant. Go now before the price go up! The menu is seasonal so pointless to say what was good. Except everything was either very good, excellent, or amazing. The sommelier was very helpful and the wine list is not over the top price wise - many good wines reasonably priced.']", July 2018,g186338-d10148721-r600886588,g186338-d10148721,"['Value', 'Service', 'Food']","['50', '50', '50']",5,29 July 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '56'], ['thumbs-up-fill', '17']]","['London, United Kingdom']",Bob M,On the way up!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r600886588-Peninsula_Restaurant-London_England.html
83,"['Dear bnghanen,', 'Thank you for taking the time to write to us about your recent dining experience in our restaurant. Both our front of house and kitchen brigade are grateful for the kind words. We look forward to welcoming you back in the very near future.', 'Kind regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant ']","['Excellent hotel restaurant', ' Food is great and more', 'service top excellent ', 'staff so friendly ', 'location nice in the second floor beside the lounge']", September 2018,g186338-d10148721-r613685084,g186338-d10148721,"['Value', 'Service', 'Food']","['50', '50', '50']",5,4 September 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '11544'], ['thumbs-up-fill', '36796']]","['Kuwait City, Kuwait']",bnghanem,Excellent hotel restaurant,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r613685084-Peninsula_Restaurant-London_England.html
84,"['Dear Lina K,', 'Thank you for taking the time to write to us about your recent dining experience in our restaurant. Both our front of house and kitchen brigade are grateful for the kind words. We look forward to welcoming you back in the very near future.', 'Kind regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant ']","[""Second time here, first for my husband. He isn't a big fan of this type of dinners as they make him feel too unconfortable. But even him loved the food and the atmosphere! We had a tasting menu and let me tell you if you are planing on that maybe save some space in the belly during the day! The food was as delicious as it was beautiful! All the amazing plates makes it even better! The staff members were really nice, have been aproached maybe by 3-4 different ones but that did not feel annoying. With every dish there was a little introduction that made it a little more special. I prefer the view then the sun goes down, and the lights goes on. But since the food is so great and beatiful you don't really have the time or need to look around! All in all great experience, already planning another visit, and would probably try it this time with a wine pairing, as I heard it makes the experience even better! "", 'Well done and keep up the good work!']", June 2018,g186338-d10148721-r589969212,g186338-d10148721,[],[],5,23 June 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1']]",[],Lina K,A must to try!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r589969212-Peninsula_Restaurant-London_England.html
85,"['Dear Thu Ngoc H,', 'Thank you very much for your review. We are thrilled to see you enjoyed the views and had a good experience dining at Peninsula Restaurant. ', 'We will be delighted to pass on your lovely feedback about our Chef and Colleagues who will be equally as pleased to hear such a fantastic review as they go above and beyond everyday to ensure all our guests experience only the best service. ', 'Thank you once again for the lovely feedback and we are looking forward to welcoming you again', 'Warm regards,', 'Peninsula Restaurant Team']","['The food was so AMAZING that I need to leave a review, from starters to desserts me and my bf was really satisfied, every dish was made with care and passion (I love the foie gras). This is the best restaurant I’ve been to for a while. The service was on point. The view was nice. I also love how it wasnt so crowded when I came. Nice and quite atmosphere I def gonna come back. ', 'In addition, maybe it’s just me but i really wish the music was a bit more loud, it was so quite that i could hear people’s conversation even we were 1 table away. ']", July 2018,g186338-d10148721-r596019438,g186338-d10148721,[],[],5,14 July 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1']]","['London, United Kingdom']",thungochoang,Amazing food and service ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r596019438-Peninsula_Restaurant-London_England.html
86,"['Dear Vidmante M,', 'Thank you for taking the time to write to us about your recent dining experience in our restaurant. Both our front of house and kitchen brigade are grateful for the kind words. We look forward to welcoming you back in the very near future.', 'Kind regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant ']","['An excellent restaurant experience from beginning to end.', 'I went for vegetarian tasting menu. Each dish was presented beautifully with strong flavours and textures. Skill, intelligence and imagination was apparent on each plate. Was hard to choose a favorite. Big thanks to chef Tomas and his team. ', 'The service was impeccable, Olga and Domenico made sure of it. ', ""I've been to plenty of Michelin starred restaurants and this ranks as one of the best, though has yet to achieve one.""]", July 2018,g186338-d10148721-r600840661,g186338-d10148721,[],[],5,29 July 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '3'], ['thumbs-up-fill', '3']]",[],Vidmante M,Deserved reputation,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r600840661-Peninsula_Restaurant-London_England.html
87,"['Dear ELI E,', 'Thank you for choosing to dine with us at Peninsula Restaurant; It is an absolute pleasure to read your review. We are so pleased that you found our restaurant welcoming and that you enjoyed both the food and service. Our staff genuinely cares very deeply about each and every guest and strive to provide the best customer experience to all. ', 'Thank you once again for the great comments and we really hope you will decide to visit us again in the near future.', 'Warm regards,', 'Peninsula Restaurant Team']","['One of the best ever. ', 'Outstanding. World class. ', 'Will be back. Count on it. ', 'We eat all over the world. Enjoyed it tromendusly ']", July 2018,g186338-d10148721-r597921755,g186338-d10148721,[],[],5,20 July 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '8'], ['thumbs-up-fill', '6']]",[],ELI E,Were last weekend. Tasting manue with wine paring,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r597921755-Peninsula_Restaurant-London_England.html
88,"['Dear Camille M,', 'Thank you very much for your review. We are thrilled to see you enjoyed the views and had a good experience dining at Peninsula Restaurant. ', 'We will be delighted to pass on your lovely feedback about our Chef and Colleagues who will be equally as pleased to hear such a fantastic review as they go above and beyond everyday to ensure all our guests experience only the best service. ', 'Thank you once again for the lovely feedback and we are looking forward to welcoming you again', 'Warm regards,', 'Peninsula Restaurant Team']","['I was around Greenwich looking for a fine dining restaurant with my brother, Peninsula restaurant appeared as the top ten of the area.', 'We have been welcome by a lovely receptionnist and we had one of the best table with impressive view! The service was smooth and impeccable, thanks to Domenico and Marco to look after us and making our dinner memorable. The food was delicious and definitely worth 1 star michelin!! The cuisine is creative, especially the stone Seabass wich i strongly recommend! Thank again guys you were fantastic !!! GRAZIE MILLE ']", July 2018,g186338-d10148721-r600584879,g186338-d10148721,[],[],5,28 July 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '3']]",[],Camille M,Magic!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r600584879-Peninsula_Restaurant-London_England.html
89,"['Dear Helen S,', 'Thank you very much for your review. We are thrilled to see you enjoyed the views and had a good experience dining at Peninsula Restaurant. ', 'We will be delighted to pass on your lovely feedback about our Chef and Colleagues who will be equally as pleased to hear such a fantastic review as they go above and beyond everyday to ensure all our guests experience only the best service. ', 'Thank you once again for the lovely feedback and we are looking forward to welcoming you again', 'Warm regards,', 'Peninsula Restaurant Team']","['Having looked on trip adviser for top restaurants in London I was happy to find the peninsula restaurant located within the intercontinental hotel where we were staying.', 'We were keen to try a 7 course tasting menu but expected this to be difficult as we are vegans.', 'The restaurant were extremely helpful and created a vegan taster menu just for us! I have to say that the customer service was second to none and we felt that Ionut and Marco really couldn’t do enough to make the experience special. The restaurant itself is beautiful with breathtaking views. ', 'Special thanks to the chef for going the extra mile and delivering well thought out and beautifully presented dishes time after time. Totally recommended for a special night out. ']", June 2018,g186338-d10148721-r587608593,g186338-d10148721,[],[],5,15 June 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '81'], ['thumbs-up-fill', '63']]","['North Wales, United Kingdom']",helensG2976WF,Vegan tasting menu,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r587608593-Peninsula_Restaurant-London_England.html
90,"['Dear Arturas P,', 'Thank you for taking the time to write to us about your recent dining experience in our restaurant. Both our front of house and kitchen brigade are grateful for the kind words. We look forward to welcoming you back in the very near future.', 'Kind regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant ']","[""Food was amazing!!!!! Can't wait to come back. Very nice place to spend evening with friends or family.""]", July 2018,g186338-d10148721-r600754382,g186338-d10148721,[],[],5,29 July 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1']]",[],Arturas P,Awesome!!!!!!!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r600754382-Peninsula_Restaurant-London_England.html
91,"['Dear Diane O,', 'Thank you for your review regarding your visit to Peninsula Restaurant.', 'We really appreciate you taking the time to share your experience with us. We count ourselves lucky for customers like you and we look forward welcoming you again in the future.', 'Best regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant']",['I’m a v V picky eater. They did all they could to accommodate. Can’t praise highly enough. Wonderful view also. A lovely place to spend an evening'], May 2018,g186338-d10148721-r579716940,g186338-d10148721,[],[],5,12 May 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '5'], ['thumbs-up-fill', '3']]",[],DianeO313,Wonderful attentive service.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r579716940-Peninsula_Restaurant-London_England.html
92,"['Dear Raluca D,', 'Thank you for your review regarding your visit to Peninsula Restaurant.', 'We really appreciate you taking the time to share your experience with us. We count ourselves lucky for customers like you and we look forward welcoming you again in the future.', 'Best regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant']","['Food was great, nice presentation of the dishes and Ionut easy very pleasant and professional. Five star experience.']", May 2018,g186338-d10148721-r581280834,g186338-d10148721,[],[],5,19 May 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1'], ['thumbs-up-fill', '1']]",[],Raluca D,Great dinner with amazing view,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r581280834-Peninsula_Restaurant-London_England.html
93,"['Dear Emiliano R,', 'Thank you very much for your review. We are thrilled to see you enjoyed the views and had a good experience dining at Peninsula Restaurant. ', 'We will be delighted to pass on your lovely feedback about our Chef and Colleagues who will be equally as pleased to hear such a fantastic review as they go above and beyond everyday to ensure all our guests experience only the best service. ', 'Thank you once again for the lovely feedback and we are looking forward to welcoming you again', 'Warm regards,', 'Peninsula Restaurant Team']","['Yes, the night scenario is quite evocative. And yes, you are in London and a bit thrilled for that. But apart from all this, the gist is that you\'re having a very special dinner cooked by a visionary chef that will soon be on everyone\'s lips (mark my words). The place is elegant but quite welcoming, even though it\'s the magnificent combo ""food + service"" that really deserves your attention and appreciation. Ask the staff for a piece of advice and they\'ll be glad to help out in no time. Then, let the food speak for itself and enjoy your dinner...']", June 2018,g186338-d10148721-r586865190,g186338-d10148721,"['Value', 'Service', 'Food']","['50', '50', '50']",5,12 June 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1'], ['thumbs-up-fill', '3']]",[],Emiliano R,A fantastic night out,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r586865190-Peninsula_Restaurant-London_England.html
94,"['Dear ForeverLooking,', 'Thank you for taking the time to write to us about your recent dining experience in our restaurant. Both our front of house and kitchen brigade are grateful for the kind words. We look forward to welcoming you back in the very near future.', 'Kind regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant ']","[""During our stay at the Intercontinental, we decided to pay a visit to the Peninsula restaurant. What we can stress enough is that if you go, you won't be disappointed! The variety is fantastic and caters for all. I, myself am a pescatarian and I was spoilt for choice. "", 'When our meals came to the table, not only were they beautifully presented but the skill involved was obvious. Each mouthful was a delight and it was such a shame the meal had to come to an end. ', 'We ordered from the normal menu, although upon reflection, we should have gone for the tasting menu. It is the one thing we regret. ', 'The service is incredible. The staff are warm, friendly and go out of their way to make your time there an experience. ', 'We would like to say a special thank you to Marco, Luis, and all the chefs that were involved with our meal. You do an amazing job and it is greatly appreciated!']", May 2018,g186338-d10148721-r584564420,g186338-d10148721,[],[],5,2 June 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '42'], ['thumbs-up-fill', '28']]","['Lamphey, United Kingdom']",ForeverLooking,Out of this world!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r584564420-Peninsula_Restaurant-London_England.html
95,"['Dear Clairehuff,', 'Thank you very much for your review. We are thrilled to see you enjoyed the views and had a good experience dining at Peninsula Restaurant. ', 'We will be delighted to pass on your lovely feedback about our Chef and Colleagues who will be equally as pleased to hear such a fantastic review as they go above and beyond everyday to ensure all our guests experience only the best service. ', 'Thank you once again for the lovely feedback and we are looking forward to welcoming you again', 'Warm regards,', 'Peninsula Restaurant Team']","['We ate here for our anniversary and enjoyed a wonderful tasting menu. I am a fussy eater (no meat, gluten free) and the chef was extremely accommodating by substituting our various dishes. ', 'The food was great and the service in the restaurant was excellent. ', 'Lovely views across Canary Wharf(ask for a window table). ', 'Highly recommend having a drink before or after in the sky bar for even better views!']", May 2018,g186338-d10148721-r582125149,g186338-d10148721,[],[],5,23 May 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '8'], ['thumbs-up-fill', '1']]","['London, United Kingdom']",Clairehuff,Excellent restaurant,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r582125149-Peninsula_Restaurant-London_England.html
96,"['Dear tsunaminight,', 'Thank you for taking the time to write to us about your recent dining experience in our restaurant. Both our front of house and kitchen brigade are grateful for the kind words. We look forward to welcoming you back in the very near future.', 'Kind regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant ']",['Very elegant and professional restaurant. All of the waitstaff were nice and it was great that the maitre’d was so kind to seat us at a window table. We totally enjoyed the clean and quiet atmosphere. The food was amazing especially the duck and foie gras. The taste and texture were superb. It is definitely worth paying a visit for fine dining. '], May 2018,g186338-d10148721-r584038345,g186338-d10148721,[],[],5,31 May 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '97'], ['thumbs-up-fill', '35']]",['new york'],tsunaminight,Elegance ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r584038345-Peninsula_Restaurant-London_England.html
97,"['Dear joe73634,', 'Thank you for choosing to dine with us at Peninsula Restaurant; It is an absolute pleasure to read your review. We are so pleased that you found our restaurant welcoming and that you enjoyed both the food and service. Our staff genuinely cares very deeply about each and every guest and strive to provide the best customer experience to all. ', 'Thank you once again for the great comments and we really hope you will decide to visit us again in the near future.', 'Warm regards,', 'Peninsula Restaurant Team']","[""Had the tasting menu with the recommended wines and what a treat. The food was exquisite and the wines just complimented the taste of the food, now this is what a tasting menu should be based on. Kudos to the restaurant and chefs you've done a fabulous job, will be back.""]", April 2018,g186338-d10148721-r582798905,g186338-d10148721,"['Value', 'Service', 'Food']","['50', '50', '50']",5,26 May 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '50'], ['thumbs-up-fill', '56']]","['Milton Keynes, United Kingdom']",joe73634,So Much Better,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r582798905-Peninsula_Restaurant-London_England.html
98,"['Dear lindsayjparry, ', 'We are delighted that you chose to celebrate your birthday celebration with us at the restaurant and thank you for your positive feedback. ', 'As We sincerely value our guest’s feedback and, entire team joins me in sending our heartfelt thanks. ', 'I look forward to welcoming you back to enjoy future menus which evolve throughout the seasons.', 'With kindest regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant']",['My husband took me there for a surprise birthday dinner. We had the most fantastic meal with an amazing view across the Thames to Canary Wharf. Marco and the rest of the staff were superb and gave a relaxed and attentive service. Just perfect. The Sky bar on the eighteenth floor is also worth a visit and Sara there also looked after us with great cocktails and another amazing view/table. We’ve had meals in a number of well known Michelin starred restaurants.... and this one deserves to be amongst them as it’s one of the best. Thank you Marco and team.'], June 2018,g186338-d10148721-r584690394,g186338-d10148721,[],[],5,3 June 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '5'], ['thumbs-up-fill', '5']]","['Greater London, United Kingdom']",lindsayjparry,Fantastic! Just go!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r584690394-Peninsula_Restaurant-London_England.html
99,"['Dear MarshallManson,', 'Thank you very much for your review. We are thrilled to see you enjoyed the views and had a good experience dining at Peninsula Restaurant. ', 'We will be delighted to pass on your lovely feedback about our Chef and Colleagues who will be equally as pleased to hear such a fantastic review as they go above and beyond everyday to ensure all our guests experience only the best service. ', 'Thank you once again for the lovely feedback and we are looking forward to welcoming you again', 'Warm regards,', 'Peninsula Restaurant Team']","[""Okay. I'll admit: When I heard there was supposedly a top class restaurant at the O2, I actually laughed out loud. But investigations suggested it might not be so strange after all, and we decided to give it a try. We didn't regret it."", 'We went to the Peninsula on a night when there was nothing on at the O2. That seems advisable, as we hear it can be pretty nuts on show nights.', ""One other tip: Go a little early, and have a glass of champagne in the hotel's rooftop bar. The view from the restaurant (which is on the second floor) is excellent, but from the bar, it's out of this world."", 'Our whole experience at the Peninsula was excellent. We went for the a la carte menu, which was fine, although I would happily return for the tasting menu. Service was super-attentive and high quality. And the food was delicious. ', ""I suspect the Peninsula would harbour Michelin aspirations if it weren't for its location. As it is, it's well worth a visit. But go for a sunny day if you can. The view improves everything just that bit more.""]", May 2018,g186338-d10148721-r583065791,g186338-d10148721,"['Value', 'Service', 'Food']","['40', '50', '50']",4,27 May 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '103'], ['thumbs-up-fill', '67']]","['London, United Kingdom']",MarshallManson,Surprisingly Excellent,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r583065791-Peninsula_Restaurant-London_England.html
100,"['Dear EAmardie, ', 'We are delighted that you chose to celebrate your anniversary celebration with us at the restaurant and thank you for your positive feedback. ', 'As We sincerely value our guest’s feedback and, entire team joins me in sending our heartfelt thanks. ', 'I look forward to welcoming you back to enjoy future menus which evolve throughout the seasons.', 'With kindest regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant']","['Great service. Requested and got a lovely view by the windows looking over the thames as the sunset on london. Lovely fine dining.', 'Thanks']", May 2018,g186338-d10148721-r579383249,g186338-d10148721,"['Value', 'Service', 'Food']","['50', '50', '50']",5,11 May 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1']]","['London, United Kingdom']",EAmardie,Had A Fabulous Anniversary Dinner,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r579383249-Peninsula_Restaurant-London_England.html
101,"['Dear Simone R,', 'Thank you for taking the time to write to us about your recent dining experience in our restaurant. Both our front of house and kitchen brigade are grateful for the kind words. We look forward to welcoming you back in the very near future.', 'Kind regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant ']","['The atmosphere is perfect: breathtaking panorama, extremely kind and prepared waiters and sommelier.', 'Yet, we found the starters disappointing. The lobster ravioli was good, the devon quail was ok, and the squid pretty disappointing.', 'As for the main: the beed was truly excellent, watering in your mouth, and the lamb good.', 'The sommelier helped us quite a lot in the wine pairings.', 'Their signature cocktail (ariel), is truly delicious: a very balanced and intriguing mix of gin, maccha, mango, and white of the egg (there is possibly a fifth ingredient which I do not remember).']", March 2018,g186338-d10148721-r570545396,g186338-d10148721,"['Value', 'Service', 'Food']","['40', '50', '40']",4,2 April 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '14'], ['thumbs-up-fill', '5']]",[],Simone R,"Wonderful service and main dish, starters disappointing",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r570545396-Peninsula_Restaurant-London_England.html
102,"['Dear freddiekelly,', 'Thank you for taking the time to write to us about your recent dining experience in our restaurant. Both our front of house and kitchen brigade are grateful for the kind words. We look forward to welcoming you back in the very near future.', 'Kind regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant ']","['Booked meal for husband’s birthday. Couldn’t fault anything. Excellent food, service, ambiance and wonderful views across the river. Even provided candle lit desert!']", April 2018,g186338-d10148721-r573209950,g186338-d10148721,[],[],5,14 April 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '14'], ['thumbs-up-fill', '1']]","['London, United Kingdom']",Freddie K,Superb,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r573209950-Peninsula_Restaurant-London_England.html
103,"['Dear CathyC689,', 'Thank you very much for your review. We are thrilled to see you enjoyed the views and had a good experience dining at Peninsula Restaurant. ', 'We will be delighted to pass on your lovely feedback about our Chef and Colleagues who will be equally as pleased to hear such a fantastic review as they go above and beyond everyday to ensure all our guests experience only the best service. ', 'Thank you once again for the lovely feedback and we are looking forward to welcoming you again', 'Warm regards,', 'Peninsula Restaurant Team']","['My wife and I had the fix price menu and I have to say the food was top class. Excellent service, the waitress that served was lovely and an asset that the restaurant should be proud of.', '100% recommend a visit and will be returning']", April 2018,g186338-d10148721-r573896754,g186338-d10148721,"['Value', 'Service', 'Food']","['50', '50', '50']",5,17 April 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '24'], ['thumbs-up-fill', '30']]","['Swansea, United Kingdom']",CathyC689,Top class,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r573896754-Peninsula_Restaurant-London_England.html
104,"['Dear Adriana F,', 'Thank you very much for your review. We are thrilled to see you enjoyed the views and had a good experience dining at Peninsula Restaurant. ', 'We will be delighted to pass on your lovely feedback about our Chef and Colleagues who will be equally as pleased to hear such a fantastic review as they go above and beyond everyday to ensure all our guests experience only the best service. ', 'Thank you once again for the lovely feedback and we are looking forward to welcoming you again', 'Warm regards,', 'Peninsula Restaurant Team']",['Me and my boyfriend went last week and we loved it. We were looked after for the moment we arrived. Service professional and food simply delicious and very well presented. Tasting menu amazing - short rib divine - my favourite!!!! We will definitely be back and recommend the place. Congratulations to the chef and all team. '], April 2018,g186338-d10148721-r573676816,g186338-d10148721,[],[],5,16 April 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '2']]",[],823arianaf,Beautiful dinner,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r573676816-Peninsula_Restaurant-London_England.html
105,"['Dear x2355tnJames,', 'Thank you for choosing to dine with us at Peninsula Restaurant; It is an absolute pleasure to read your review. We are so pleased that you found our restaurant welcoming and that you enjoyed both the food and service. Our staff genuinely cares very deeply about each and every guest and strive to provide the best customer experience to all. ', 'Thank you once again for the great comments and we really hope you will decide to visit us again in the near future.', 'Warm regards,', 'Peninsula Restaurant Team']","['From booking to leaving the table we were very well looked after indeed. The service from the front desk was quiet and professional, the food was exceptionally presented and tasted as good as it looked. A 1st class evening and we will return.']", April 2018,g186338-d10148721-r573623987,g186338-d10148721,[],[],5,16 April 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1']]","['London, United Kingdom']",X2355TNjames,A very very nice experience,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r573623987-Peninsula_Restaurant-London_England.html
106,"['Dear BT151326,', 'Thank you for your review regarding your visit to Peninsula Restaurant.', 'We really appreciate you taking the time to share your experience with us. We count ourselves lucky for customers like you and we look forward welcoming you again in the future.', 'Best regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant']","['Amazing evening here last Saturday. The staff were very professional but very personable, especially our waiter Luis. We had the tasting menu with paired wines. Every course was varied, beautifully presented and full of flavour with wines to match. Our table had wonderful views of Canary Wharf. ']", April 2018,g186338-d10148721-r574610863,g186338-d10148721,[],[],5,20 April 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '42'], ['thumbs-up-fill', '23']]","['Waterlooville, United Kingdom']",BT151326,Perfection,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r574610863-Peninsula_Restaurant-London_England.html
107,"['Dear travis341,', 'Thank you for taking the time to write to us about your recent dining experience in our restaurant. Both our front of house and kitchen brigade are grateful for the kind words. We look forward to welcoming you back in the very near future.', 'Kind regards,', 'Domenico Pizzo', 'Restaurant Manager at Peninsula restaurant ']","['everything was perfect. the staff, the service, the environment, the food.', 'we highly recommend this restaurant.']", February 2018,g186338-d10148721-r575412229,g186338-d10148721,[],[],5,24 April 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '5']]","['Island of Malta, Malta']",travis341,Very Good,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r575412229-Peninsula_Restaurant-London_England.html
108,"['Dear hchhatlani,', 'Thank you for choosing to dine with us at Peninsula Restaurant; It is an absolute pleasure to read your review. We are so pleased that you found our restaurant welcoming and that you enjoyed both the food and service. Our staff genuinely cares very deeply about each and every guest and strive to provide the best customer experience to all. ', 'Thank you once again for the great comments and we really hope you will decide to visit us again in the near future.', 'Warm regards,', 'Peninsula Restaurant Team']",['Fabulous food ‘ service was super super must do these food otherwise you have not lived ; we have never disappointed with the food and chef credit to you no matter when we go he comes up with delicious yummy good looking dishes '], April 2018,g186338-d10148721-r573229932,g186338-d10148721,[],[],5,14 April 2018,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1']]","['London, United Kingdom']",hchhatlani,Fabulous,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r573229932-Peninsula_Restaurant-London_England.html
